IND, PLAYER, TEAM, AGE, GP, W, L, MIN, OFFRTG, DEFRTG, NETRTG, AST%, AST/TO, AST_RATIO, OREB%, DREB%, REB%, TO_RATIO, EFG%, TS%, USG%, PACE, PIE, POSS
1, Buddy Hield , PHI, 31, 73, 38, 35, 26.3, 117.3, 116.9, 0.4, 14.7, 2.40, 20.2, 2.4, 9.9, 6.0, 8.4, 56.8, 57.9, 18.5, 102.02, 8.2, 4090
2, Obi Toppin , IND, 26, 72, 40, 32, 21.5, 119.7, 117.2, 2.5, 8.5, 1.78, 15.0, 4.8, 13.4, 9.1, 8.4, 65.1, 66.6, 15.7, 105.25, 9.4, 3398
3, Andre Drummond , CHI, 30, 71, 34, 37, 17.0, 113.5, 114.2, -0.7, 4.2, 0.44, 5.3, 18.5, 32.1, 25.1, 12.0, 55.0, 56.9, 20.2, 97.91, 14.9, 2462
3, Austin Reaves , LAL, 25, 71, 39, 32, 31.8, 115.1, 116.7, -1.6, 23.8, 2.57, 27.1, 2.1, 10.6, 6.6, 10.6, 57.4, 62.2, 19.8, 101.81, 10.7, 4796
3, Bobby Portis , MIL, 29, 71, 46, 25, 24.3, 117.6, 117.0, 0.6, 7.1, 1.14, 8.5, 6.8, 22.6, 14.8, 7.5, 55.5, 57.6, 22.1, 100.79, 11.6, 3621
3, Christian Braun , DEN, 22, 71, 50, 21, 19.4, 109.1, 110.4, -1.3, 10.1, 2.17, 16.9, 4.2, 12.9, 8.7, 7.8, 52.0, 55.0, 15.3, 98.89, 8.2, 2820
3, Collin Sexton , UTA, 25, 71, 29, 42, 26.1, 117.7, 119.6, -1.9, 28.0, 2.40, 22.1, 3.3, 6.5, 4.9, 9.2, 55.6, 61.3, 26.4, 102.12, 12.3, 3951
3, Dennis Schroder , BKN, 30, 71, 24, 47, 30.8, 112.5, 116.4, -3.8, 27.6, 3.09, 29.6, 1.3, 7.7, 4.5, 9.6, 51.2, 55.1, 19.9, 98.76, 9.1, 4502
3, Georges Niang , CLE, 30, 71, 43, 28, 22.5, 113.9, 113.5, 0.5, 7.7, 1.38, 12.2, 1.4, 14.1, 7.9, 8.9, 55.9, 57.7, 17.2, 98.55, 7.0, 3278
3, Jeremy Sochan , SAS, 20, 71, 15, 56, 29.6, 108.0, 115.3, -7.3, 16.5, 1.79, 20.7, 6.0, 14.9, 10.4, 11.6, 48.0, 51.0, 18.6, 101.95, 7.9, 4463
3, Jonas Valanciunas , NOP, 31, 71, 44, 27, 24.3, 118.4, 113.1, 5.3, 12.2, 1.58, 15.6, 10.4, 27.0, 19.0, 9.9, 59.1, 62.6, 20.2, 98.68, 13.6, 3544
3, Mikal Bridges , BKN, 27, 71, 26, 45, 35.2, 111.3, 114.5, -3.2, 16.4, 1.76, 15.5, 2.3, 11.0, 6.5, 8.8, 52.0, 56.1, 24.5, 98.71, 10.7, 5147
3, Nickeil Alexander-Walker , MIN, 25, 71, 49, 22, 23.6, 113.1, 106.2, 6.9, 14.6, 2.74, 25.1, 2.0, 6.6, 4.4, 9.2, 55.2, 57.0, 13.8, 100.07, 6.8, 3502
3, Paul Reed , PHI, 24, 71, 39, 32, 19.1, 115.9, 113.3, 2.6, 9.4, 1.77, 15.9, 11.9, 19.2, 15.4, 9.0, 55.5, 57.4, 15.4, 97.59, 10.1, 2744
3, Payton Pritchard , BOS, 26, 71, 57, 14, 21.5, 122.2, 109.1, 13.2, 19.2, 4.34, 27.4, 3.9, 10.6, 7.2, 6.3, 57.2, 58.6, 16.0, 97.14, 9.7, 3073
3, Reggie Jackson , DEN, 33, 71, 50, 21, 21.8, 112.9, 111.2, 1.6, 23.9, 2.92, 25.7, 1.5, 6.6, 4.2, 8.8, 50.7, 52.7, 20.7, 99.49, 8.3, 3213
17, Cason Wallace , OKC, 20, 70, 49, 21, 20.6, 114.4, 111.0, 3.4, 8.8, 2.72, 18.8, 3.4, 7.6, 5.6, 6.9, 60.8, 61.7, 12.5, 101.37, 7.0, 3043
17, Chet Holmgren , OKC, 21, 70, 49, 21, 30.1, 118.5, 109.6, 8.9, 11.7, 1.69, 15.0, 5.6, 19.4, 13.0, 8.9, 60.6, 63.8, 20.8, 102.97, 13.5, 4502
17, Cole Anthony , ORL, 23, 70, 42, 28, 23.0, 112.2, 109.9, 2.3, 20.1, 1.88, 19.6, 3.9, 14.0, 8.9, 10.4, 49.1, 54.4, 23.0, 97.73, 10.8, 3282
17, Domantas Sabonis , SAC, 27, 70, 41, 29, 35.9, 116.5, 115.8, 0.8, 33.3, 2.53, 30.9, 9.5, 29.8, 19.3, 12.2, 62.5, 65.1, 21.8, 100.15, 17.2, 5254
17, Harrison Barnes , SAC, 31, 70, 41, 29, 29.3, 114.1, 116.6, -2.5, 5.1, 1.61, 9.7, 2.5, 7.6, 5.0, 6.0, 59.2, 62.5, 15.1, 101.30, 7.1, 4327
17, Jalen Green , HOU, 22, 70, 35, 35, 31.3, 114.3, 113.6, 0.8, 16.2, 1.56, 14.4, 1.5, 13.8, 7.7, 9.3, 50.0, 54.4, 26.9, 100.37, 11.1, 4589
17, Michael Porter Jr. , DEN, 25, 70, 50, 20, 31.8, 120.1, 112.2, 7.9, 6.3, 1.32, 9.0, 4.3, 17.7, 11.1, 6.9, 59.6, 61.1, 20.1, 97.77, 10.8, 4556
17, Naz Reid , MIN, 24, 70, 49, 21, 23.6, 111.6, 104.6, 7.0, 8.0, 0.94, 9.1, 4.1, 16.4, 10.4, 9.7, 58.7, 60.6, 21.6, 100.15, 11.7, 3459
17, Ochai Agbaji , TOR, 23, 70, 29, 41, 20.3, 109.9, 117.4, -7.5, 6.7, 1.31, 13.5, 4.2, 8.4, 6.3, 10.3, 49.2, 50.4, 13.2, 101.46, 4.7, 3003
17, Pascal Siakam , IND, 29, 70, 31, 39, 33.7, 116.8, 115.7, 1.1, 19.7, 2.49, 18.5, 4.9, 15.8, 10.4, 7.5, 57.0, 60.1, 24.8, 100.95, 13.2, 4965
27, Ayo Dosunmu , CHI, 24, 69, 34, 35, 28.5, 111.8, 115.1, -3.3, 15.8, 2.45, 21.9, 2.4, 7.3, 4.8, 8.9, 57.7, 59.7, 16.7, 98.17, 8.2, 4021
27, Corey Kispert , WAS, 25, 69, 13, 56, 23.9, 108.2, 119.8, -11.6, 10.9, 1.53, 13.5, 1.3, 8.9, 5.1, 8.8, 60.1, 61.9, 19.3, 103.89, 8.3, 3579
27, DeMar DeRozan , CHI, 34, 69, 33, 36, 37.6, 113.1, 114.9, -1.8, 21.9, 3.51, 20.0, 1.5, 10.1, 5.8, 5.7, 50.4, 58.4, 24.3, 98.12, 12.8, 5301
27, Donte DiVincenzo , NYK, 27, 69, 42, 27, 27.2, 116.4, 113.6, 2.8, 14.3, 2.00, 16.2, 2.9, 10.1, 6.4, 8.1, 57.4, 58.7, 21.2, 97.47, 9.8, 3809
27, Jonathan Kuminga , GSW, 21, 69, 35, 34, 26.3, 114.7, 112.1, 2.5, 11.9, 1.26, 12.1, 4.6, 12.5, 8.6, 9.6, 55.8, 59.6, 24.0, 102.22, 10.9, 3863
27, Jordan Poole , WAS, 24, 69, 13, 56, 29.3, 109.2, 120.3, -11.1, 19.0, 1.69, 17.9, 1.3, 7.1, 4.2, 10.6, 48.5, 52.4, 25.3, 104.91, 7.0, 4425
27, Josh Giddey , OKC, 21, 69, 49, 20, 24.6, 119.3, 111.6, 7.6, 23.7, 2.29, 26.0, 5.8, 18.3, 12.4, 11.4, 51.1, 53.3, 21.9, 102.40, 11.5, 3625
27, Josh Hart , NYK, 29, 69, 41, 28, 32.6, 115.2, 110.3, 5.0, 15.4, 2.71, 26.6, 4.4, 20.2, 12.1, 9.8, 48.2, 50.7, 13.3, 95.98, 9.6, 4495
27, Kelly Olynyk , TOR, 32, 69, 29, 40, 21.7, 110.9, 118.0, -7.1, 27.7, 2.35, 32.7, 6.1, 16.6, 11.4, 13.9, 60.8, 65.2, 16.8, 102.08, 11.4, 3182
27, Malik Monk , SAC, 26, 69, 41, 28, 26.3, 115.5, 115.1, 0.4, 29.3, 2.49, 24.9, 1.4, 9.9, 5.5, 10.0, 53.1, 56.9, 24.8, 102.03, 11.1, 3865
27, Moritz Wagner , ORL, 26, 69, 41, 28, 17.9, 113.8, 111.2, 2.6, 10.7, 0.99, 11.4, 8.5, 17.1, 12.8, 11.5, 63.2, 67.5, 21.9, 99.25, 13.8, 2559
27, Paolo Banchero , ORL, 21, 69, 41, 28, 34.8, 112.4, 112.2, 0.1, 25.2, 1.74, 18.6, 3.0, 17.3, 10.0, 10.7, 51.0, 55.4, 29.0, 98.36, 13.6, 4925
27, Peyton Watson , DEN, 21, 69, 49, 20, 18.2, 109.7, 110.8, -1.2, 7.5, 1.36, 12.5, 3.5, 11.5, 7.7, 9.2, 51.6, 53.9, 16.3, 98.95, 7.2, 2575
27, Shai Gilgeous-Alexander , OKC, 25, 69, 49, 20, 34.4, 121.1, 110.4, 10.7, 29.3, 2.83, 19.6, 2.5, 13.1, 8.0, 6.9, 57.4, 64.1, 31.8, 102.27, 18.9, 5051
41, Anthony Edwards , MIN, 22, 68, 47, 21, 35.3, 116.5, 108.1, 8.4, 23.9, 1.66, 16.7, 1.8, 13.4, 7.9, 10.0, 52.7, 57.8, 31.6, 98.21, 14.7, 4917
41, Brook Lopez , MIL, 35, 68, 45, 23, 30.7, 118.0, 111.4, 6.7, 7.4, 1.84, 13.2, 4.8, 11.3, 8.2, 7.2, 57.8, 60.3, 15.4, 102.86, 8.4, 4474
41, Coby White , CHI, 24, 68, 32, 36, 36.6, 115.0, 115.5, -0.5, 21.0, 2.40, 21.8, 1.5, 11.4, 6.4, 9.1, 54.1, 57.7, 22.4, 97.55, 10.2, 5062
41, Kyle Anderson , MIN, 30, 68, 48, 20, 22.9, 110.3, 105.2, 5.1, 26.1, 3.60, 36.2, 3.7, 11.9, 7.9, 10.1, 48.0, 52.1, 13.8, 100.26, 9.8, 3239
41, Luguentz Dort , OKC, 24, 68, 47, 21, 28.3, 119.9, 111.8, 8.2, 5.9, 1.58, 12.2, 3.7, 8.9, 6.4, 7.7, 56.5, 59.9, 14.8, 102.14, 6.0, 4089
41, Malik Beasley , MIL, 27, 68, 43, 25, 29.6, 119.4, 111.7, 7.7, 5.9, 2.00, 12.3, 2.0, 10.1, 6.2, 6.1, 61.7, 62.1, 14.0, 102.91, 6.8, 4319
41, Myles Turner , IND, 28, 68, 38, 30, 27.3, 120.3, 115.9, 4.3, 6.4, 0.91, 8.0, 5.7, 19.4, 12.7, 8.8, 57.9, 61.9, 23.3, 102.69, 11.2, 3968
41, Nikola Jokic , DEN, 29, 68, 48, 20, 34.4, 122.3, 111.1, 11.2, 39.4, 3.09, 28.1, 8.8, 27.1, 18.3, 9.1, 60.9, 64.9, 28.7, 98.05, 21.0, 4794
41, Royce O'Neale , PHX, 30, 68, 31, 37, 24.9, 113.6, 111.4, 2.2, 15.2, 2.94, 26.0, 2.9, 15.3, 9.1, 8.8, 53.8, 54.5, 13.5, 101.04, 7.9, 3566
41, Sam Hauser , BOS, 26, 68, 55, 13, 21.4, 121.0, 107.3, 13.7, 5.8, 2.10, 11.6, 2.5, 12.3, 7.5, 5.5, 65.4, 66.0, 13.9, 98.65, 8.8, 2981
41, Toumani Camara , POR, 23, 68, 19, 49, 24.6, 107.1, 111.7, -4.6, 7.3, 1.09, 13.6, 7.3, 12.1, 9.6, 12.5, 50.7, 53.9, 13.3, 99.28, 6.4, 3451
52, Aaron Holiday , HOU, 27, 67, 34, 33, 16.4, 110.0, 107.1, 2.9, 15.8, 2.60, 22.4, 1.4, 7.8, 4.5, 8.6, 55.2, 58.0, 15.6, 102.41, 7.9, 2351
52, Aaron Wiggins , OKC, 25, 67, 48, 19, 14.5, 115.0, 110.2, 4.7, 8.6, 1.36, 15.0, 5.4, 9.8, 7.7, 11.1, 65.8, 67.5, 15.4, 100.82, 9.1, 2018
52, Anthony Davis , LAL, 31, 67, 38, 29, 35.6, 116.7, 115.3, 1.4, 15.6, 1.83, 14.4, 9.1, 25.0, 17.4, 7.9, 56.8, 62.0, 25.8, 101.98, 16.6, 5070
52, Bogdan Bogdanovic , ATL, 31, 67, 30, 37, 29.6, 117.4, 114.7, 2.7, 14.5, 2.28, 16.0, 2.0, 9.1, 5.4, 7.0, 53.4, 56.2, 21.8, 101.68, 9.0, 4221
52, Cameron Payne , PHI, 29, 67, 38, 29, 16.4, 112.5, 114.2, -1.7, 22.1, 3.11, 25.8, 1.2, 7.2, 4.2, 8.3, 54.5, 57.5, 18.9, 100.53, 8.5, 2299
52, Cedi Osman , SAS, 28, 67, 14, 53, 17.3, 105.5, 119.4, -13.9, 13.1, 2.48, 20.8, 1.8, 12.3, 6.8, 8.4, 57.8, 59.0, 14.6, 104.51, 7.6, 2531
52, Dejounte Murray , ATL, 27, 67, 29, 38, 35.3, 117.1, 119.7, -2.5, 26.1, 2.47, 21.6, 1.9, 13.0, 7.2, 8.7, 53.3, 56.4, 25.4, 101.60, 12.3, 5014
52, Jaden Ivey , DET, 22, 67, 12, 55, 28.6, 111.4, 118.9, -7.5, 18.7, 1.49, 18.3, 4.1, 8.0, 6.0, 12.3, 50.1, 54.6, 24.0, 101.88, 7.6, 4068
52, Jusuf Nurkic , PHX, 29, 67, 42, 25, 27.3, 121.1, 112.0, 9.1, 17.6, 1.64, 23.3, 11.5, 28.2, 20.3, 14.2, 53.7, 56.5, 19.1, 100.13, 12.0, 3816
52, Klay Thompson , GSW, 34, 67, 33, 34, 29.6, 115.4, 117.5, -2.1, 10.8, 1.52, 11.9, 1.5, 9.5, 5.4, 7.8, 53.9, 56.5, 23.0, 101.95, 8.6, 4218
52, Kyle Kuzma , WAS, 28, 67, 13, 54, 32.3, 110.0, 121.1, -11.2, 20.1, 1.53, 15.4, 2.8, 16.7, 9.7, 10.1, 52.5, 55.2, 29.7, 103.75, 11.5, 4666
52, Taurean Prince , LAL, 30, 67, 36, 31, 28.0, 114.0, 117.6, -3.6, 7.3, 1.88, 15.5, 0.9, 9.3, 5.2, 8.3, 56.6, 57.8, 13.1, 102.19, 5.5, 4001
52, Tim Hardaway Jr. , DAL, 32, 67, 40, 27, 27.6, 116.4, 116.4, 0.0, 8.7, 1.81, 10.2, 1.0, 10.6, 5.8, 5.6, 51.4, 54.8, 22.3, 102.26, 8.5, 3951
65, Damian Lillard , MIL, 33, 66, 46, 20, 35.1, 120.4, 112.6, 7.8, 28.5, 2.75, 23.6, 1.4, 10.2, 6.0, 8.6, 51.6, 59.6, 27.3, 102.58, 13.5, 4953
65, Derrick White , BOS, 29, 66, 54, 12, 32.6, 123.0, 109.2, 13.8, 21.1, 3.34, 26.9, 2.1, 10.2, 6.4, 8.1, 57.6, 60.9, 18.6, 99.97, 10.8, 4480
65, Giannis Antetokounmpo , MIL, 29, 66, 43, 23, 35.0, 120.3, 113.2, 7.1, 30.8, 1.87, 19.2, 7.5, 23.5, 15.8, 10.3, 62.9, 65.5, 32.0, 102.42, 19.7, 4917
65, Grant Williams , CHA, 25, 66, 31, 35, 27.4, 110.3, 115.2, -4.9, 9.6, 1.33, 16.3, 3.9, 10.6, 7.2, 12.3, 54.4, 57.4, 15.1, 100.31, 5.8, 3786
65, Isaiah Joe , OKC, 24, 66, 46, 20, 18.2, 117.0, 108.2, 8.8, 8.1, 1.89, 13.5, 2.2, 9.7, 6.0, 7.1, 60.1, 61.7, 15.7, 103.57, 8.5, 2616
65, Jarrett Allen , CLE, 25, 66, 41, 25, 31.6, 115.3, 110.1, 5.1, 12.6, 1.64, 16.1, 10.4, 23.1, 16.9, 9.8, 62.5, 65.9, 19.1, 98.74, 14.9, 4286
65, Jayson Tatum , BOS, 26, 66, 53, 13, 35.8, 122.7, 110.2, 12.4, 20.8, 1.92, 16.6, 2.5, 18.9, 11.1, 8.6, 55.5, 60.6, 29.6, 99.10, 15.5, 4873
65, Jeff Green , HOU, 37, 66, 33, 33, 16.7, 109.6, 111.9, -2.3, 7.4, 1.30, 12.4, 3.2, 9.3, 6.3, 9.5, 53.4, 59.8, 15.0, 100.93, 7.3, 2311
65, Keldon Johnson , SAS, 24, 66, 15, 51, 29.5, 108.2, 116.5, -8.3, 14.1, 1.95, 15.3, 4.4, 13.7, 8.9, 7.9, 52.7, 56.3, 21.4, 103.81, 9.8, 4210
65, Malaki Branham , SAS, 20, 66, 13, 53, 20.5, 105.9, 118.4, -12.5, 15.3, 1.88, 18.6, 1.7, 7.7, 4.6, 9.9, 49.4, 51.8, 19.1, 103.49, 6.3, 2918
65, Mike Conley , MIN, 36, 66, 47, 19, 29.0, 114.0, 107.1, 6.9, 29.0, 5.20, 37.2, 1.8, 8.1, 5.1, 7.2, 58.2, 61.3, 15.2, 97.43, 11.5, 3885
65, Nikola Vucevic , CHI, 33, 66, 32, 34, 34.5, 112.8, 115.7, -2.9, 15.3, 2.06, 15.3, 8.1, 22.8, 15.4, 7.4, 51.8, 53.6, 23.6, 97.52, 12.5, 4623
65, Norman Powell , LAC, 30, 66, 41, 25, 25.9, 117.8, 113.7, 4.0, 6.0, 1.18, 8.3, 0.8, 8.8, 5.0, 7.0, 60.1, 63.2, 19.5, 100.47, 8.9, 3582
65, Patrick Beverley , MIL, 35, 66, 40, 26, 19.6, 110.1, 112.0, -1.8, 20.5, 3.00, 30.1, 3.1, 11.8, 7.5, 10.0, 48.5, 52.7, 14.2, 98.60, 8.1, 2645
65, Simone Fontecchio , DET, 28, 66, 29, 37, 24.9, 113.0, 114.5, -1.5, 8.4, 1.49, 13.6, 3.7, 10.7, 7.1, 9.1, 58.2, 60.0, 15.9, 102.49, 7.7, 3521
65, Tre Jones , SAS, 24, 66, 14, 52, 26.9, 111.3, 113.1, -1.8, 30.3, 4.24, 38.8, 2.5, 9.8, 6.2, 9.2, 56.8, 60.5, 14.8, 102.84, 11.1, 3810
65, Tyus Jones , WAS, 27, 66, 11, 55, 29.3, 110.6, 122.5, -11.9, 33.1, 7.35, 39.3, 1.0, 8.1, 4.5, 5.4, 56.9, 57.8, 16.1, 104.37, 11.1, 4204
82, Aaron Gordon , DEN, 28, 65, 45, 20, 31.5, 119.4, 111.4, 8.0, 14.0, 2.35, 20.7, 8.0, 12.9, 10.5, 8.8, 57.9, 60.1, 17.5, 98.17, 10.2, 4200
82, D'Angelo Russell , LAL, 28, 65, 38, 27, 32.1, 116.3, 114.5, 1.8, 26.8, 3.19, 27.1, 1.3, 7.6, 4.6, 8.5, 56.9, 59.4, 22.3, 102.74, 10.5, 4487
82, Deni Avdija , WAS, 23, 65, 13, 52, 29.2, 109.7, 117.2, -7.4, 17.4, 1.83, 21.2, 3.9, 19.1, 11.5, 11.6, 56.5, 59.7, 19.4, 105.10, 10.7, 4150
82, Derrick Jones Jr. , DAL, 27, 65, 38, 27, 23.5, 114.5, 114.5, 0.0, 5.3, 1.11, 10.5, 4.6, 9.3, 7.0, 9.5, 58.1, 60.6, 14.5, 102.12, 7.0, 3255
82, Devin Vassell , SAS, 23, 65, 14, 51, 32.8, 108.4, 114.8, -6.4, 18.7, 2.52, 18.1, 1.2, 10.3, 5.7, 7.2, 54.9, 57.8, 22.7, 102.50, 11.0, 4546
82, Drew Eubanks , PHX, 27, 65, 36, 29, 15.6, 108.5, 111.9, -3.3, 7.7, 0.95, 14.2, 8.8, 17.2, 13.2, 15.0, 63.3, 66.8, 13.4, 100.01, 10.5, 2106
82, Grayson Allen , PHX, 28, 65, 39, 26, 33.7, 119.7, 115.1, 4.7, 11.9, 2.40, 22.0, 1.9, 8.9, 5.6, 9.2, 66.8, 69.8, 13.9, 100.08, 8.7, 4560
82, Herbert Jones , NOP, 25, 65, 41, 24, 29.7, 117.0, 110.3, 6.7, 11.0, 2.09, 20.8, 3.6, 8.3, 6.0, 9.9, 61.4, 65.0, 14.1, 99.06, 7.9, 3971
82, Jabari Smith Jr. , HOU, 20, 65, 34, 31, 31.5, 112.2, 113.0, -0.8, 6.6, 1.20, 10.1, 5.8, 19.8, 12.7, 8.4, 53.1, 56.6, 17.3, 99.82, 9.9, 4262
82, Jalen Brunson , NYK, 27, 65, 41, 24, 35.1, 120.0, 113.2, 6.8, 30.5, 2.63, 20.5, 1.6, 8.8, 5.1, 7.8, 54.0, 58.8, 30.1, 96.96, 14.9, 4626
82, Jevon Carter , CHI, 28, 65, 32, 33, 13.8, 109.2, 108.5, 0.8, 12.0, 2.29, 17.8, 0.8, 5.2, 2.9, 7.8, 48.8, 48.9, 16.7, 99.15, 5.1, 1850
82, John Collins , UTA, 26, 65, 27, 38, 28.0, 114.5, 121.9, -7.4, 6.0, 0.79, 7.8, 8.0, 22.0, 14.8, 9.9, 58.4, 61.3, 19.7, 101.46, 10.8, 3838
82, Keegan Murray , SAC, 23, 65, 38, 27, 33.1, 116.3, 113.9, 2.4, 6.6, 1.86, 10.6, 3.8, 12.9, 8.2, 5.7, 55.2, 57.4, 17.4, 100.52, 8.0, 4506
82, Kentavious Caldwell-Pope , DEN, 31, 65, 47, 18, 31.8, 122.0, 111.4, 10.5, 8.8, 2.41, 20.4, 1.3, 6.0, 3.8, 8.5, 55.1, 59.3, 12.5, 98.00, 6.0, 4233
82, Pat Connaughton , MIL, 31, 65, 42, 23, 21.7, 116.9, 116.7, 0.2, 11.0, 3.08, 26.2, 3.0, 11.5, 7.3, 8.5, 58.7, 60.5, 10.3, 101.68, 6.8, 2999
82, Rudy Gobert , MIN, 31, 65, 46, 19, 34.0, 115.2, 106.1, 9.0, 5.2, 0.80, 9.5, 11.7, 25.6, 19.0, 11.9, 64.6, 66.5, 15.2, 96.98, 13.4, 4465
82, Spencer Dinwiddie , LAL, 30, 65, 30, 35, 29.0, 116.9, 115.8, 1.1, 23.4, 4.31, 31.3, 1.4, 7.6, 4.5, 7.3, 48.5, 53.5, 16.7, 99.80, 7.9, 3915
99, Isaiah Hartenstein , NYK, 25, 64, 40, 24, 25.0, 118.7, 110.3, 8.4, 11.5, 1.93, 25.4, 13.1, 20.4, 16.7, 13.1, 63.6, 66.5, 11.0, 98.29, 11.1, 3279
99, Jaime Jaquez Jr. , MIA, 23, 64, 37, 27, 29.3, 112.5, 111.7, 0.8, 13.3, 1.73, 17.4, 4.0, 9.5, 6.8, 10.1, 53.0, 56.8, 18.2, 98.01, 8.3, 3818
99, Jalen Suggs , ORL, 22, 64, 38, 26, 26.7, 112.5, 111.2, 1.3, 14.0, 1.41, 17.6, 2.5, 10.0, 6.2, 12.5, 57.3, 59.6, 19.4, 100.11, 8.5, 3569
99, Kawhi Leonard , LAC, 32, 64, 41, 23, 34.1, 119.4, 110.7, 8.7, 16.7, 2.10, 15.0, 3.7, 13.8, 9.0, 7.2, 58.7, 62.9, 26.0, 97.95, 15.6, 4452
99, Kevin Durant , PHX, 35, 64, 37, 27, 37.2, 118.8, 114.1, 4.7, 22.0, 1.60, 17.4, 1.5, 15.4, 9.0, 10.9, 58.2, 63.0, 28.5, 100.64, 15.1, 4989
99, Kevin Huerter , SAC, 25, 64, 37, 27, 24.4, 117.5, 115.0, 2.5, 13.8, 3.13, 20.8, 2.4, 12.4, 7.3, 6.6, 55.3, 56.4, 17.3, 101.06, 7.7, 3286
99, Keyonte George , UTA, 20, 64, 25, 39, 26.3, 110.2, 119.2, -9.0, 25.1, 1.95, 24.0, 0.8, 9.9, 5.4, 12.3, 48.9, 54.0, 22.2, 101.30, 8.7, 3556
99, Matisse Thybulle , POR, 27, 64, 18, 46, 23.1, 108.1, 115.2, -7.2, 8.1, 2.20, 19.3, 2.0, 7.4, 4.6, 8.8, 52.7, 54.0, 10.5, 99.38, 6.1, 3063
99, Paul George , LAC, 33, 64, 41, 23, 34.1, 121.6, 112.3, 9.3, 15.8, 1.76, 15.1, 1.6, 13.8, 8.0, 8.5, 56.7, 60.7, 26.2, 97.60, 12.4, 4438
99, Stephen Curry , GSW, 36, 64, 35, 29, 32.7, 117.8, 116.6, 1.2, 23.0, 1.70, 16.7, 1.6, 11.5, 6.6, 9.8, 57.2, 61.7, 30.4, 102.27, 13.8, 4476
109, Aaron Nesmith , IND, 24, 63, 35, 28, 27.5, 119.0, 115.7, 3.4, 6.8, 1.65, 12.4, 3.2, 10.2, 6.8, 7.5, 61.4, 63.6, 16.0, 102.59, 7.2, 3691
109, Alperen Sengun , HOU, 21, 63, 29, 34, 32.5, 113.9, 113.2, 0.8, 24.8, 1.93, 19.4, 8.6, 19.3, 13.9, 10.1, 55.3, 58.5, 27.0, 99.22, 14.9, 4236
