IND, PLAYER, TEAM, AGE, GP, W, L, MIN, OFFRTG, DEFRTG, NETRTG, AST%, AST/TO, AST_RATIO, OREB%, DREB%, REB%, TO_RATIO, EFG%, TS%, USG%, PACE, PIE, POSS
109, Anthony Black , ORL, 20, 63, 36, 27, 17.6, 107.8, 108.8, -1.0, 11.1, 1.68, 21.6, 2.9, 9.7, 6.3, 12.9, 53.2, 55.4, 12.3, 100.15, 5.5, 2305
109, Ausar Thompson , DET, 21, 63, 10, 53, 25.1, 107.7, 113.1, -5.3, 10.8, 1.43, 16.3, 7.7, 17.3, 12.4, 11.4, 50.5, 52.2, 16.1, 101.67, 8.4, 3329
109, Bilal Coulibaly , WAS, 19, 63, 11, 52, 27.2, 107.4, 118.4, -11.0, 8.6, 1.26, 16.1, 3.1, 11.6, 7.2, 12.7, 50.9, 54.3, 13.9, 103.33, 5.7, 3687
109, Brandon Ingram , NOP, 26, 63, 38, 25, 33.0, 116.9, 112.2, 4.7, 26.1, 2.25, 21.8, 2.2, 13.2, 7.8, 9.7, 53.2, 57.7, 27.0, 98.75, 12.7, 4278
109, Brandon Miller , CHA, 21, 63, 15, 48, 31.9, 108.1, 117.9, -9.8, 11.5, 1.35, 12.2, 2.6, 10.9, 6.6, 9.0, 51.4, 53.9, 23.2, 98.64, 8.0, 4123
109, Daniel Gafford , DAL, 25, 63, 21, 42, 24.8, 113.1, 117.3, -4.1, 7.5, 1.45, 14.1, 10.8, 18.9, 14.9, 9.7, 71.4, 72.6, 14.5, 104.11, 11.9, 3381
109, Duncan Robinson , MIA, 29, 63, 35, 28, 28.5, 111.9, 110.6, 1.3, 15.6, 2.08, 19.5, 0.8, 8.3, 4.6, 9.4, 59.7, 62.1, 18.7, 98.04, 8.6, 3675
109, Franz Wagner , ORL, 22, 63, 39, 24, 32.7, 112.3, 108.6, 3.7, 18.9, 1.91, 16.8, 3.0, 13.9, 8.4, 8.8, 52.6, 57.3, 25.2, 98.58, 13.1, 4231
109, Fred VanVleet , HOU, 30, 63, 34, 29, 36.6, 114.4, 110.6, 3.8, 31.6, 4.68, 33.6, 1.0, 8.8, 4.9, 7.2, 53.0, 57.1, 18.8, 99.64, 11.8, 4798
109, Gary Trent Jr. , TOR, 25, 63, 22, 41, 27.7, 113.4, 117.2, -3.8, 7.6, 2.44, 10.9, 1.3, 8.0, 4.6, 4.5, 53.4, 54.9, 18.9, 100.08, 7.4, 3632
109, Jalen Williams , OKC, 22, 63, 44, 19, 31.6, 117.8, 109.4, 8.4, 19.8, 2.59, 20.7, 1.8, 10.2, 6.2, 8.0, 59.4, 62.4, 23.0, 102.91, 12.1, 4248
109, James Harden , LAC, 34, 63, 40, 23, 34.7, 121.4, 114.7, 6.8, 33.4, 3.26, 34.8, 1.5, 13.1, 7.6, 10.7, 55.8, 62.7, 20.3, 96.97, 13.3, 4423
109, Jaylen Brown , BOS, 27, 63, 49, 14, 33.4, 121.0, 111.1, 9.9, 16.8, 1.57, 14.1, 3.6, 12.1, 8.1, 8.9, 56.3, 58.7, 28.3, 100.35, 11.9, 4398
109, Julian Champagnie , SAS, 22, 63, 12, 51, 17.8, 110.5, 115.3, -4.8, 9.2, 1.93, 17.6, 3.0, 11.4, 7.1, 9.1, 52.1, 55.6, 13.7, 103.13, 6.5, 2403
109, Kevon Looney , GSW, 28, 63, 34, 29, 16.8, 115.0, 116.8, -1.9, 15.6, 2.76, 31.2, 11.4, 22.2, 16.8, 11.3, 59.8, 61.9, 10.6, 100.22, 9.7, 2206
109, Precious Achiuwa , NYK, 24, 63, 33, 30, 22.7, 112.0, 111.6, 0.4, 9.3, 1.25, 14.3, 10.9, 17.6, 14.1, 11.4, 53.1, 54.7, 16.1, 96.07, 9.7, 2862
109, Saddiq Bey , ATL, 24, 63, 28, 35, 32.7, 118.6, 119.1, -0.5, 5.8, 1.70, 9.9, 7.5, 11.9, 9.6, 5.8, 49.7, 54.9, 16.3, 102.06, 7.9, 4384
109, Terance Mann , LAC, 27, 63, 40, 23, 25.5, 117.9, 115.7, 2.2, 8.8, 2.82, 18.0, 5.0, 8.3, 6.7, 6.4, 56.3, 59.1, 13.2, 97.52, 6.6, 3265
109, Victor Wembanyama , SAS, 20, 63, 14, 49, 29.0, 107.4, 111.0, -3.6, 19.8, 0.99, 13.9, 7.4, 27.3, 17.3, 14.0, 51.7, 56.4, 30.8, 103.69, 15.9, 3950
130, Alex Caruso , CHI, 30, 62, 30, 32, 28.0, 110.7, 110.1, 0.6, 15.7, 2.31, 24.6, 3.1, 10.1, 6.7, 10.6, 58.4, 60.5, 14.8, 99.32, 8.7, 3585
130, Brandin Podziemski , GSW, 21, 62, 31, 31, 26.9, 117.8, 111.9, 5.9, 18.0, 3.04, 27.8, 5.6, 14.7, 10.1, 9.1, 52.4, 53.5, 15.1, 100.79, 9.3, 3506
130, Clint Capela , ATL, 29, 62, 28, 34, 25.3, 115.6, 116.5, -0.9, 6.2, 1.23, 9.6, 16.3, 22.8, 19.3, 7.8, 56.0, 58.2, 16.7, 102.18, 11.9, 3331
130, Dario Saric , GSW, 29, 62, 33, 29, 17.4, 113.5, 115.2, -1.7, 18.7, 1.92, 22.3, 6.3, 19.0, 12.5, 11.6, 56.0, 59.9, 18.9, 100.02, 11.1, 2256
130, De'Aaron Fox , SAC, 26, 62, 37, 25, 35.7, 117.3, 113.3, 4.0, 24.2, 2.09, 17.8, 2.5, 10.0, 6.1, 8.5, 53.5, 56.7, 30.3, 102.52, 12.5, 4721
130, Immanuel Quickley , TOR, 24, 62, 26, 36, 28.9, 113.4, 114.3, -0.9, 23.3, 3.36, 22.7, 0.8, 11.6, 6.2, 6.7, 52.7, 56.9, 22.9, 100.14, 11.4, 3743
130, Isaac Okoro , CLE, 23, 62, 37, 25, 27.6, 112.7, 110.4, 2.3, 9.9, 2.37, 18.5, 3.6, 7.3, 5.5, 7.8, 57.5, 59.7, 13.8, 98.08, 6.9, 3475
130, Jabari Walker , POR, 21, 62, 16, 46, 22.4, 109.0, 117.0, -8.0, 6.1, 0.98, 9.7, 8.3, 21.3, 14.4, 9.8, 51.9, 56.3, 16.0, 98.66, 9.5, 2846
130, Jaden Hardy , DAL, 21, 62, 36, 26, 13.9, 109.8, 114.4, -4.6, 17.5, 2.09, 16.6, 1.8, 10.3, 5.9, 8.0, 49.6, 52.0, 23.5, 103.38, 8.3, 1854
130, Kris Dunn , UTA, 30, 62, 25, 37, 18.6, 117.6, 117.4, 0.2, 25.2, 3.20, 39.0, 3.9, 10.5, 7.2, 12.2, 54.0, 54.8, 13.2, 102.85, 7.8, 2472
130, LeBron James , LAL, 39, 62, 34, 28, 35.2, 117.0, 114.2, 2.8, 35.1, 2.43, 25.6, 2.5, 16.9, 10.2, 10.5, 59.0, 62.1, 28.5, 101.52, 16.4, 4618
130, Marcus Sasser , DET, 23, 62, 10, 52, 17.2, 109.1, 116.2, -7.1, 26.5, 2.76, 28.7, 0.7, 9.2, 4.9, 10.4, 53.3, 55.4, 18.6, 102.41, 8.8, 2282
130, P.J. Washington , DAL, 25, 62, 21, 41, 30.0, 112.0, 117.5, -5.5, 8.8, 1.41, 12.8, 3.8, 14.3, 8.9, 9.0, 51.0, 53.0, 18.6, 100.80, 7.5, 3904
130, Tobias Harris , PHI, 31, 62, 36, 26, 34.0, 117.4, 113.0, 4.4, 13.7, 2.32, 16.3, 3.2, 15.3, 9.1, 7.0, 53.3, 57.5, 20.3, 99.13, 11.4, 4353
130, Tyrese Maxey , PHI, 23, 62, 38, 24, 37.3, 118.5, 114.0, 4.6, 25.5, 3.68, 20.6, 1.4, 8.4, 4.9, 5.6, 52.1, 57.2, 27.1, 98.76, 12.7, 4773
145, Alec Burks , NYK, 32, 61, 16, 45, 19.1, 107.9, 118.4, -10.4, 11.3, 1.80, 11.1, 1.9, 10.1, 5.9, 6.1, 48.5, 54.3, 23.6, 100.73, 8.9, 2457
145, Andrew Wiggins , GSW, 29, 61, 29, 32, 26.7, 115.1, 117.9, -2.9, 8.7, 1.44, 11.4, 5.9, 9.9, 7.9, 7.9, 51.1, 54.0, 19.9, 101.34, 7.5, 3441
145, David Roddy , PHX, 22, 61, 22, 39, 19.1, 104.1, 113.6, -9.6, 10.2, 1.37, 13.7, 4.2, 13.3, 8.6, 10.0, 46.4, 48.6, 17.8, 101.16, 6.8, 2453
145, Dillon Brooks , HOU, 28, 61, 31, 30, 30.9, 113.6, 112.8, 0.8, 7.6, 1.34, 11.7, 2.3, 8.4, 5.4, 8.7, 52.9, 56.2, 17.5, 100.07, 6.0, 3919
145, Dorian Finney-Smith , BKN, 30, 61, 23, 38, 28.4, 111.2, 112.8, -1.7, 7.6, 1.86, 15.0, 5.4, 10.6, 7.9, 8.1, 53.7, 54.8, 13.3, 98.38, 6.3, 3537
145, Jaden McDaniels , MIN, 23, 61, 41, 20, 29.3, 114.3, 109.7, 4.6, 6.4, 1.08, 11.4, 3.0, 7.6, 5.4, 10.6, 55.9, 57.1, 15.7, 97.25, 5.5, 3614
145, Jaren Jackson Jr. , MEM, 24, 61, 20, 41, 32.2, 107.0, 113.0, -6.0, 12.8, 0.91, 9.1, 3.6, 13.4, 8.3, 10.0, 50.0, 55.7, 30.1, 100.07, 11.0, 4091
145, Jrue Holiday , BOS, 33, 61, 48, 13, 33.1, 121.3, 110.8, 10.5, 19.7, 2.68, 28.4, 3.8, 11.5, 7.9, 10.6, 58.7, 60.5, 16.1, 99.27, 10.0, 4161
145, Luka Doncic , DAL, 25, 61, 38, 23, 37.4, 119.3, 115.5, 3.8, 43.1, 2.48, 23.8, 2.2, 21.4, 11.8, 9.6, 57.0, 61.5, 35.5, 101.27, 20.0, 4820
145, Nic Claxton , BKN, 24, 61, 21, 40, 29.6, 107.6, 114.4, -6.8, 10.7, 1.74, 16.1, 8.5, 23.7, 15.9, 9.3, 63.1, 63.6, 15.6, 98.88, 13.1, 3700
145, T.J. McConnell , IND, 32, 61, 33, 28, 17.9, 117.4, 115.2, 2.2, 39.9, 3.44, 35.5, 3.0, 12.7, 7.8, 10.3, 56.1, 57.7, 22.1, 104.08, 14.8, 2363
156, Bam Adebayo , MIA, 26, 60, 33, 27, 34.3, 109.3, 109.5, -0.2, 19.2, 1.70, 16.6, 6.7, 24.5, 15.6, 9.8, 52.3, 57.2, 25.0, 97.70, 15.3, 4194
156, Davion Mitchell , SAC, 25, 60, 36, 24, 13.8, 106.8, 113.2, -6.5, 17.0, 2.83, 27.1, 1.4, 6.9, 4.1, 9.6, 53.1, 54.6, 14.0, 101.02, 5.7, 1746
156, Jae'Sean Tate , HOU, 28, 60, 29, 31, 16.5, 111.0, 105.7, 5.3, 8.5, 1.94, 18.8, 5.3, 13.0, 9.0, 9.7, 52.3, 54.0, 11.3, 101.62, 5.8, 2077
156, Jaxson Hayes , LAL, 23, 60, 34, 26, 11.7, 109.7, 113.8, -4.1, 4.9, 0.81, 11.1, 8.4, 14.3, 11.5, 13.7, 69.5, 69.7, 12.2, 102.25, 7.8, 1486
156, Jordan Hawkins , NOP, 21, 60, 36, 24, 18.3, 113.8, 114.5, -0.8, 8.8, 1.82, 12.0, 2.4, 10.2, 6.2, 6.6, 50.6, 53.8, 19.1, 100.81, 7.0, 2324
156, Karl-Anthony Towns , MIN, 28, 60, 41, 19, 32.8, 116.5, 108.5, 8.0, 14.3, 1.06, 12.8, 5.0, 20.5, 13.2, 12.1, 57.8, 62.8, 26.9, 98.41, 14.2, 4045
156, Max Strus , CLE, 27, 60, 39, 21, 32.2, 114.4, 107.8, 6.6, 15.8, 2.53, 23.2, 2.7, 11.3, 7.1, 9.2, 52.5, 54.4, 16.7, 99.98, 7.9, 4021
156, Nick Richards , CHA, 26, 60, 12, 48, 26.7, 105.9, 117.8, -11.9, 4.6, 0.75, 9.4, 9.9, 22.3, 15.9, 12.6, 68.4, 71.0, 13.1, 97.87, 10.8, 3257
156, Scottie Barnes , TOR, 22, 60, 22, 38, 34.9, 112.6, 115.8, -3.2, 25.3, 2.20, 23.1, 6.4, 16.7, 11.5, 10.5, 52.8, 56.6, 24.0, 101.17, 13.2, 4413
156, Zion Williamson , NOP, 23, 60, 37, 23, 30.9, 114.3, 110.9, 3.5, 25.7, 1.87, 19.5, 5.8, 12.7, 9.3, 10.4, 58.8, 62.2, 27.9, 101.50, 14.9, 3926
166, Bennedict Mathurin , IND, 21, 59, 33, 26, 26.1, 115.0, 117.9, -2.9, 10.5, 1.23, 12.2, 3.8, 11.3, 7.5, 10.0, 50.7, 56.2, 22.6, 103.79, 8.7, 3329
166, Bruce Brown , TOR, 27, 59, 25, 34, 28.3, 116.3, 119.8, -3.4, 13.0, 2.34, 20.9, 3.1, 12.8, 7.9, 8.9, 50.9, 55.3, 16.1, 103.32, 7.6, 3600
166, Cade Cunningham , DET, 22, 59, 8, 51, 33.5, 109.7, 118.3, -8.6, 35.9, 2.19, 24.3, 1.5, 11.5, 6.4, 11.1, 49.8, 54.3, 29.3, 100.85, 12.3, 4144
166, Caris LeVert , CLE, 29, 59, 34, 25, 28.6, 114.0, 111.4, 2.6, 26.8, 3.29, 25.7, 2.0, 11.6, 6.9, 7.8, 47.8, 51.4, 22.5, 99.65, 10.5, 3503
166, Miles Bridges , CHA, 26, 59, 14, 45, 37.6, 107.0, 119.2, -12.2, 14.6, 1.61, 13.7, 2.7, 17.8, 10.0, 8.5, 52.6, 55.4, 24.4, 98.73, 11.3, 4560
166, Naji Marshall , NOP, 26, 59, 39, 20, 19.1, 116.2, 107.2, 9.1, 14.3, 2.00, 21.5, 4.6, 14.2, 9.5, 10.8, 54.5, 57.9, 16.3, 101.21, 9.5, 2368
166, Tyrese Haliburton , IND, 24, 59, 33, 26, 32.3, 121.7, 116.6, 5.1, 45.9, 4.78, 37.2, 1.7, 10.1, 5.9, 7.8, 56.7, 60.2, 24.1, 103.98, 15.9, 4124
166, Walker Kessler , UTA, 22, 59, 26, 33, 23.7, 111.1, 115.5, -4.4, 5.6, 0.89, 11.2, 10.9, 20.2, 15.7, 12.6, 66.0, 66.0, 12.7, 100.98, 11.0, 2935
174, Al Horford , BOS, 37, 58, 46, 12, 27.0, 120.7, 109.0, 11.7, 12.7, 3.58, 26.6, 4.9, 18.0, 11.7, 7.4, 63.4, 64.6, 11.7, 99.08, 10.4, 3240
174, Amir Coffey , LAC, 26, 58, 39, 19, 19.5, 115.6, 119.3, -3.7, 6.9, 2.14, 16.4, 1.8, 8.0, 5.0, 7.7, 60.7, 64.2, 11.4, 100.84, 6.1, 2384
174, Andrew Nembhard , IND, 24, 58, 34, 24, 24.5, 115.2, 113.8, 1.4, 21.8, 2.67, 30.3, 2.2, 6.0, 4.1, 11.3, 55.5, 57.0, 16.6, 101.91, 7.7, 3004
174, Eric Gordon , PHX, 35, 58, 35, 23, 28.9, 117.1, 113.7, 3.4, 10.4, 1.93, 16.7, 1.1, 5.4, 3.4, 8.7, 58.3, 59.8, 16.4, 100.62, 7.3, 3512
174, Ivica Zubac , LAC, 27, 58, 35, 23, 26.2, 118.1, 112.2, 5.9, 7.4, 1.13, 12.3, 12.0, 22.9, 17.7, 10.9, 65.7, 67.5, 16.2, 96.88, 12.2, 3075
174, Kelly Oubre Jr. , PHI, 28, 58, 32, 26, 29.7, 113.6, 115.2, -1.6, 7.0, 1.21, 8.6, 4.4, 11.4, 7.8, 7.1, 49.7, 53.2, 21.5, 99.26, 7.7, 3555
174, Malachi Flynn , DET, 25, 58, 26, 32, 11.3, 105.1, 113.9, -8.8, 21.7, 2.21, 25.6, 2.3, 10.6, 6.3, 11.6, 49.5, 52.5, 17.3, 100.06, 8.0, 1366
174, Russell Westbrook , LAC, 35, 58, 38, 20, 22.6, 116.5, 113.7, 2.9, 27.6, 2.17, 25.5, 6.1, 15.5, 11.0, 11.8, 48.4, 51.1, 23.6, 102.41, 11.1, 2793
174, Santi Aldama , MEM, 23, 58, 22, 36, 26.5, 105.9, 113.7, -7.7, 13.7, 1.94, 16.8, 4.2, 17.3, 10.5, 8.6, 52.9, 54.0, 18.2, 98.31, 10.2, 3146
174, Zach Collins , SAS, 26, 58, 12, 46, 22.5, 105.7, 118.7, -13.1, 19.0, 1.43, 19.2, 7.2, 15.6, 11.3, 13.5, 53.0, 56.2, 21.9, 102.53, 8.8, 2785
184, Devin Booker , PHX, 27, 57, 36, 21, 35.7, 120.7, 114.4, 6.2, 29.7, 2.80, 22.1, 2.5, 10.3, 6.7, 7.9, 55.1, 60.9, 29.1, 100.11, 14.5, 4254
184, Duop Reath , POR, 27, 57, 15, 42, 17.9, 111.8, 117.7, -5.9, 9.0, 1.18, 10.5, 7.3, 13.3, 10.1, 8.9, 57.5, 59.6, 20.2, 98.29, 8.8, 2090
184, Jaylin Williams , OKC, 21, 57, 40, 17, 12.4, 115.4, 107.5, 7.9, 13.5, 3.48, 25.4, 4.2, 21.2, 12.9, 7.3, 50.8, 53.5, 12.9, 100.79, 8.8, 1486
184, Joe Ingles , ORL, 36, 57, 37, 20, 17.1, 115.9, 110.9, 5.0, 21.6, 3.13, 39.8, 2.0, 11.1, 6.6, 12.7, 57.4, 59.7, 11.2, 99.32, 8.0, 2024
184, Kenrich Williams , OKC, 29, 57, 41, 16, 14.3, 116.9, 106.8, 10.1, 11.5, 3.60, 23.1, 6.1, 14.4, 10.4, 6.4, 55.8, 55.6, 12.5, 101.20, 7.8, 1704
184, Max Christie , LAL, 21, 57, 31, 26, 15.6, 109.3, 111.1, -1.8, 8.2, 1.57, 16.8, 1.5, 12.0, 7.2, 10.7, 52.3, 55.2, 12.9, 103.93, 6.0, 1931
184, Miles McBride , NYK, 23, 57, 35, 22, 16.7, 106.2, 108.7, -2.5, 13.6, 3.64, 17.7, 1.9, 5.0, 3.4, 4.9, 57.2, 59.0, 16.8, 95.27, 8.2, 1886
184, Rui Hachimura , LAL, 26, 57, 32, 25, 25.8, 116.2, 114.0, 2.2, 5.7, 1.55, 9.0, 3.0, 11.1, 7.3, 5.8, 59.7, 61.5, 18.2, 101.92, 8.8, 3135
184, Trayce Jackson-Davis , GSW, 24, 57, 30, 27, 15.0, 115.0, 114.1, 0.9, 10.3, 1.68, 15.6, 11.3, 16.9, 14.1, 9.3, 71.4, 70.0, 16.0, 100.57, 12.8, 1791
193, Cam Thomas , BKN, 22, 56, 18, 38, 30.6, 111.2, 116.5, -5.3, 15.0, 1.52, 11.7, 1.3, 9.1, 5.1, 7.7, 50.1, 54.9, 29.4, 99.96, 10.2, 3569
193, Goga Bitadze , ORL, 24, 56, 31, 25, 16.5, 112.8, 109.5, 3.3, 11.9, 1.90, 22.0, 11.2, 18.4, 14.7, 11.5, 61.5, 63.7, 12.7, 97.47, 11.6, 1871
195, CJ McCollum , NOP, 32, 55, 37, 18, 31.5, 116.3, 111.7, 4.6, 20.2, 2.77, 20.4, 1.7, 11.5, 6.7, 7.4, 57.4, 59.3, 23.5, 99.46, 11.6, 3605
195, Cameron Johnson , BKN, 28, 55, 19, 36, 27.8, 112.0, 115.1, -3.1, 13.2, 2.45, 16.4, 3.2, 12.5, 7.6, 6.7, 56.6, 58.9, 19.1, 98.41, 9.9, 3150
195, Daniel Theis , LAC, 31, 55, 37, 18, 16.6, 117.1, 115.0, 2.2, 8.5, 1.57, 15.5, 8.6, 14.5, 11.6, 9.9, 56.9, 58.9, 14.8, 99.43, 7.9, 1902
195, Dennis Smith Jr. , BKN, 26, 55, 19, 36, 19.2, 110.0, 109.9, 0.1, 27.7, 2.99, 32.1, 4.6, 10.9, 7.7, 10.7, 48.2, 50.8, 17.4, 98.57, 9.2, 2151
195, Doug McDermott , IND, 32, 55, 16, 39, 14.7, 110.0, 120.3, -10.3, 10.5, 2.36, 18.6, 1.1, 5.6, 3.3, 7.9, 60.4, 60.6, 14.7, 103.74, 5.6, 1764
195, Dwight Powell , DAL, 32, 55, 33, 22, 13.8, 117.8, 114.2, 3.6, 12.7, 2.66, 32.0, 10.7, 13.5, 12.1, 12.0, 69.9, 73.4, 9.0, 102.57, 8.0, 1613
195, Haywood Highsmith , MIA, 27, 55, 32, 23, 19.4, 110.3, 111.4, -1.1, 7.4, 2.04, 15.8, 4.3, 9.8, 7.1, 7.7, 54.9, 56.3, 12.1, 97.87, 5.9, 2162
195, John Konchar , MEM, 28, 55, 18, 37, 21.3, 106.3, 112.2, -5.9, 13.0, 2.39, 29.3, 5.8, 16.4, 10.8, 12.3, 51.4, 53.7, 9.6, 98.73, 8.2, 2410
195, Josh Okogie , PHX, 25, 55, 34, 21, 17.0, 113.3, 111.2, 2.1, 9.1, 1.85, 18.4, 7.9, 8.0, 8.0, 9.9, 48.0, 54.5, 12.4, 100.93, 6.7, 1957
195, Onyeka Okongwu , ATL, 23, 55, 23, 32, 25.5, 118.1, 119.0, -0.9, 7.1, 1.64, 13.9, 9.9, 16.9, 13.2, 8.4, 64.2, 67.4, 13.4, 103.28, 9.4, 3020
205, Caleb Houstan , ORL, 21, 54, 29, 25, 14.0, 109.0, 112.3, -3.3, 5.1, 1.69, 11.2, 3.5, 6.9, 5.2, 6.6, 55.2, 57.0, 12.3, 96.19, 4.9, 1516
205, Caleb Martin , MIA, 28, 54, 30, 24, 27.3, 112.8, 111.9, 0.9, 10.9, 1.69, 16.1, 4.4, 12.7, 8.5, 9.5, 51.5, 54.3, 17.0, 96.41, 7.8, 2959
205, Dean Wade , CLE, 27, 54, 36, 18, 20.5, 111.9, 103.5, 8.3, 5.2, 2.15, 14.0, 3.3, 15.4, 9.4, 6.5, 58.4, 59.8, 10.1, 99.94, 7.3, 2300
205, Garrison Mathews , ATL, 27, 54, 24, 30, 13.9, 111.6, 115.0, -3.5, 5.1, 1.93, 14.0, 1.8, 8.2, 4.9, 7.2, 63.8, 65.8, 10.0, 101.59, 4.1, 1584
205, Jalen Duren , DET, 20, 54, 12, 42, 29.7, 109.8, 117.5, -7.7, 12.4, 1.19, 16.6, 10.7, 28.5, 19.6, 13.9, 62.5, 65.6, 17.7, 101.12, 13.7, 3365
205, Jamal Murray , DEN, 27, 54, 40, 14, 32.1, 119.3, 112.3, 7.0, 30.0, 3.16, 25.0, 2.3, 10.3, 6.5, 7.9, 54.5, 57.8, 26.9, 97.75, 13.4, 3527
205, Jerami Grant , POR, 30, 54, 17, 37, 33.9, 107.8, 117.5, -9.6, 13.8, 1.31, 12.2, 1.9, 8.7, 5.2, 9.3, 51.6, 57.3, 25.5, 98.26, 10.0, 3751
205, Jordan Clarkson , UTA, 31, 54, 22, 32, 30.5, 114.3, 119.8, -5.5, 24.5, 1.91, 20.7, 2.9, 8.2, 5.5, 10.9, 47.3, 52.4, 25.7, 100.82, 9.2, 3468
205, Josh Green , DAL, 23, 54, 31, 23, 26.6, 118.3, 118.9, -0.7, 11.0, 2.19, 22.3, 2.7, 9.4, 6.1, 10.2, 59.3, 60.4, 12.9, 101.42, 6.5, 3023
205, KJ Martin , PHI, 23, 54, 28, 26, 11.8, 111.2, 111.7, -0.4, 9.1, 1.65, 18.0, 4.6, 12.3, 8.3, 10.9, 56.2, 56.7, 12.7, 101.47, 5.7, 1344
205, Moses Moody , GSW, 21, 54, 28, 26, 17.1, 112.9, 111.3, 1.5, 6.0, 1.08, 8.7, 5.4, 11.0, 8.1, 8.0, 53.3, 56.4, 17.7, 101.36, 8.6, 1960
205, Terry Rozier , MIA, 30, 54, 18, 36, 33.9, 109.6, 118.0, -8.4, 27.9, 3.30, 23.2, 1.8, 11.1, 6.2, 7.0, 50.8, 54.8, 25.3, 98.47, 11.6, 3756
217, Day'Ron Sharpe , BKN, 22, 53, 20, 33, 15.6, 114.4, 108.9, 5.5, 14.2, 1.38, 17.8, 16.4, 23.5, 19.9, 12.9, 58.8, 60.5, 18.3, 99.40, 13.5, 1700
217, Keita Bates-Diop , BKN, 28, 53, 29, 24, 12.5, 109.3, 113.1, -3.8, 8.4, 2.53, 16.1, 4.9, 11.8, 8.5, 6.4, 49.7, 53.4, 12.8, 98.77, 7.8, 1366
217, Lauri Markkanen , UTA, 26, 53, 22, 31, 32.9, 117.8, 117.0, 0.8, 9.0, 1.45, 9.3, 6.6, 17.8, 12.2, 6.4, 57.6, 62.9, 24.0, 102.50, 13.6, 3723
217, Luke Kornet , BOS, 28, 53, 42, 11, 15.6, 119.7, 110.4, 9.2, 9.0, 2.75, 20.5, 11.9, 13.8, 12.8, 7.5, 68.0, 71.6, 10.9, 97.24, 10.9, 1668
217, RJ Barrett , TOR, 23, 53, 24, 29, 31.6, 114.1, 116.8, -2.7, 15.3, 1.60, 14.5, 2.6, 13.7, 8.1, 9.1, 54.2, 57.5, 25.2, 101.27, 10.5, 3526
