IND, PLAYER, GP, W, L, MIN, EST._OFFRTG, EST._DEFRTG, EST._NETRTG, EST._AST_RATIO, EST._OREB%, EST._DREB%, EST._REB%, EST._TO_RATIO, EST._USG%, EST._PACE
1, Buddy Hield, 73, 38, 35, 26, 115.8, 116.5, -0.7, 20.1, 2.7, 11.2, 6.9, 8.4, 19.0, 102.88,
2, Obi Toppin, 72, 40, 32, 22, 118.9, 116.3, 2.6, 15.0, 5.5, 15.4, 10.4, 8.4, 16.2, 106.01,
3, Collin Sexton, 71, 29, 42, 26, 116.0, 118.9, -2.9, 22.0, 3.8, 7.3, 5.6, 9.2, 27.0, 103.18,
3, Jeremy Sochan, 71, 15, 56, 30, 106.5, 114.3, -7.9, 20.8, 6.8, 16.6, 11.7, 11.6, 18.8, 103.08,
3, Austin Reaves, 71, 39, 32, 32, 114.1, 115.2, -1.0, 26.9, 2.4, 12.0, 7.4, 10.5, 20.4, 102.88,
3, Bobby Portis, 71, 46, 25, 24, 117.3, 115.7, 1.6, 8.5, 7.7, 25.7, 16.8, 7.5, 22.7, 101.43,
3, Nickeil Alexander-Walker, 71, 49, 22, 24, 114.0, 105.5, 8.5, 25.1, 2.3, 7.4, 5.0, 9.2, 14.3, 100.00,
3, Mikal Bridges, 71, 26, 45, 35, 110.0, 113.4, -3.4, 15.4, 2.5, 12.5, 7.3, 8.7, 25.1, 99.82,
3, Dennis Schroder, 71, 24, 47, 31, 111.6, 115.5, -3.9, 29.5, 1.5, 8.7, 5.0, 9.5, 20.4, 99.60,
3, Jonas Valanciunas, 71, 44, 27, 24, 117.3, 112.0, 5.4, 15.7, 11.6, 29.9, 21.1, 9.9, 20.4, 99.58,
3, Reggie Jackson, 71, 50, 21, 22, 112.3, 111.7, 0.5, 25.7, 1.8, 7.5, 4.7, 8.8, 21.3, 99.54,
3, Georges Niang, 71, 43, 28, 23, 113.4, 112.3, 1.2, 12.2, 1.5, 16.0, 9.0, 8.9, 17.7, 99.27,
3, Christian Braun, 71, 50, 21, 19, 109.0, 110.3, -1.3, 16.9, 4.8, 14.8, 9.9, 7.8, 15.8, 98.94,
3, Paul Reed, 71, 39, 32, 19, 113.9, 112.7, 1.2, 15.8, 13.4, 21.4, 17.2, 8.9, 15.7, 98.70,
3, Andre Drummond, 71, 34, 37, 17, 113.4, 114.4, -1.0, 5.3, 21.3, 36.3, 28.6, 12.0, 20.8, 97.89,
3, Payton Pritchard, 71, 57, 14, 22, 120.5, 110.1, 10.4, 27.4, 4.4, 11.9, 8.2, 6.3, 16.3, 97.35,
17, Chet Holmgren, 70, 49, 21, 30, 118.4, 109.9, 8.5, 14.9, 6.3, 22.0, 14.6, 8.9, 21.3, 102.90,
17, Harrison Barnes, 70, 41, 29, 29, 112.8, 115.8, -3.0, 9.6, 2.8, 8.5, 5.5, 6.0, 15.4, 102.20,
17, Ochai Agbaji, 70, 29, 41, 20, 109.0, 116.7, -7.7, 13.5, 4.9, 9.5, 7.2, 10.2, 13.6, 102.20,
17, Pascal Siakam, 70, 31, 39, 34, 115.3, 114.8, 0.5, 18.4, 5.5, 17.7, 11.5, 7.4, 25.3, 102.01,
17, Jalen Green, 70, 35, 35, 31, 112.6, 112.6, 0.0, 14.3, 1.6, 15.5, 8.6, 9.2, 27.4, 101.57,
17, Domantas Sabonis, 70, 41, 29, 36, 114.6, 114.7, -0.1, 30.8, 10.8, 33.1, 21.7, 12.2, 22.2, 101.48,
17, Cason Wallace, 70, 49, 21, 21, 115.4, 109.8, 5.5, 18.8, 3.8, 8.6, 6.3, 6.9, 12.9, 101.46,
17, Naz Reid, 70, 49, 21, 24, 111.5, 103.9, 7.6, 9.1, 4.7, 18.5, 11.9, 9.7, 22.3, 100.59,
17, Michael Porter Jr., 70, 50, 20, 32, 118.5, 111.5, 6.9, 9.0, 4.8, 19.6, 12.3, 6.8, 20.4, 98.71,
17, Cole Anthony, 70, 42, 28, 23, 111.5, 108.9, 2.6, 19.6, 4.5, 16.2, 10.3, 10.4, 23.6, 98.49,
27, Jordan Poole, 69, 13, 56, 29, 108.6, 118.8, -10.1, 17.8, 1.4, 8.1, 4.7, 10.5, 26.0, 105.86,
27, Corey Kispert, 69, 13, 56, 24, 107.7, 118.7, -11.0, 13.4, 1.4, 10.2, 5.7, 8.8, 19.8, 104.68,
27, Shai Gilgeous-Alexander, 69, 49, 20, 34, 120.0, 109.2, 10.8, 19.5, 2.9, 14.8, 9.1, 6.9, 32.5, 103.35,
27, Josh Giddey, 69, 49, 20, 25, 118.4, 111.0, 7.4, 25.9, 6.4, 20.4, 13.7, 11.3, 22.3, 103.05,
27, Jonathan Kuminga, 69, 35, 34, 26, 114.4, 110.9, 3.4, 12.1, 5.2, 13.9, 9.6, 9.6, 24.7, 102.92,
27, Kelly Olynyk, 69, 29, 40, 22, 109.6, 117.6, -8.0, 32.6, 7.0, 18.6, 12.9, 13.9, 17.2, 102.87,
27, Malik Monk, 69, 41, 28, 26, 113.9, 115.5, -1.6, 24.8, 1.7, 11.1, 6.3, 10.0, 25.5, 102.53,
27, Paolo Banchero, 69, 41, 28, 35, 110.6, 110.3, 0.2, 18.6, 3.4, 19.5, 11.3, 10.7, 29.3, 100.00,
27, Moritz Wagner, 69, 41, 28, 18, 113.4, 110.7, 2.6, 11.3, 9.9, 20.2, 15.0, 11.4, 22.7, 99.68,
27, Peyton Watson, 69, 49, 20, 18, 109.9, 110.9, -1.0, 12.5, 4.0, 13.1, 8.8, 9.2, 16.9, 98.84,
27, Ayo Dosunmu, 69, 34, 35, 29, 111.6, 113.8, -2.2, 21.9, 2.6, 8.3, 5.4, 8.9, 17.1, 98.76,
27, DeMar DeRozan, 69, 33, 36, 38, 112.9, 114.2, -1.4, 19.8, 1.7, 11.5, 6.5, 5.7, 25.1, 98.50,
27, Donte DiVincenzo, 69, 42, 27, 27, 114.4, 113.4, 1.0, 16.1, 3.3, 11.2, 7.2, 8.1, 21.6, 98.40,
27, Josh Hart, 69, 41, 28, 33, 112.9, 109.5, 3.4, 26.6, 5.1, 22.6, 13.8, 9.8, 13.4, 97.33,
41, Myles Turner, 68, 38, 30, 27, 118.2, 114.9, 3.3, 7.9, 6.4, 21.9, 14.2, 8.7, 23.6, 104.03,
41, Malik Beasley, 68, 43, 25, 30, 118.9, 110.2, 8.7, 12.3, 2.2, 11.3, 6.9, 6.1, 14.2, 103.88,
41, Brook Lopez, 68, 45, 23, 31, 117.1, 110.4, 6.7, 13.1, 5.3, 12.5, 9.1, 7.1, 15.6, 103.71,
41, Luguentz Dort, 68, 47, 21, 28, 119.4, 110.5, 8.9, 12.2, 4.1, 10.0, 7.2, 7.7, 15.1, 102.93,
41, Royce O'Neale, 68, 31, 37, 25, 113.0, 110.7, 2.3, 26.0, 3.3, 17.5, 10.4, 8.9, 13.8, 101.66,
41, Toumani Camara, 68, 19, 49, 25, 105.4, 111.0, -5.7, 13.6, 8.3, 13.7, 10.9, 12.5, 13.5, 100.42,
41, Kyle Anderson, 68, 48, 20, 23, 110.7, 105.5, 5.2, 36.3, 4.3, 13.5, 9.0, 10.1, 14.3, 99.89,
41, Anthony Edwards, 68, 47, 21, 35, 114.9, 106.2, 8.7, 16.6, 2.1, 15.0, 9.0, 10.0, 32.4, 99.74,
41, Nikola Jokic, 68, 48, 20, 34, 120.5, 110.1, 10.4, 28.1, 9.7, 30.1, 20.2, 9.1, 29.1, 99.25,
41, Sam Hauser, 68, 55, 13, 21, 119.6, 107.8, 11.8, 11.6, 2.9, 13.6, 8.5, 5.5, 14.2, 99.01,
41, Coby White, 68, 32, 36, 37, 114.1, 114.0, 0.1, 21.7, 1.7, 12.9, 7.2, 9.1, 22.8, 98.53,
52, Kyle Kuzma, 67, 13, 54, 32, 109.0, 118.9, -9.9, 15.4, 3.0, 19.0, 10.8, 10.0, 30.2, 105.20,
52, Cedi Osman, 67, 14, 53, 17, 105.8, 119.3, -13.5, 20.7, 2.0, 13.9, 7.7, 8.3, 15.1, 104.36,
52, Anthony Davis, 67, 38, 29, 36, 115.0, 113.5, 1.5, 14.3, 10.2, 28.1, 19.5, 7.8, 26.3, 103.57,
52, Tim Hardaway Jr., 67, 40, 27, 28, 115.4, 115.4, 0.1, 10.1, 1.2, 12.1, 6.6, 5.6, 23.0, 103.12,
52, Taurean Prince, 67, 36, 31, 28, 113.2, 116.5, -3.3, 15.4, 1.0, 10.4, 5.8, 8.2, 13.5, 103.06,
52, Dejounte Murray, 67, 29, 38, 35, 115.2, 118.4, -3.3, 21.5, 2.2, 14.4, 8.0, 8.7, 25.8, 103.01,
52, Klay Thompson, 67, 33, 34, 30, 114.2, 116.8, -2.6, 11.8, 1.7, 10.6, 6.1, 7.8, 23.7, 102.81,
52, Jaden Ivey, 67, 12, 55, 29, 110.4, 117.9, -7.5, 18.3, 4.6, 8.9, 6.8, 12.3, 24.4, 102.79,
52, Bogdan Bogdanovic, 67, 30, 37, 30, 116.2, 114.5, 1.6, 15.9, 2.3, 10.2, 6.1, 7.0, 22.4, 102.26,
52, Aaron Holiday, 67, 34, 33, 16, 110.3, 107.7, 2.6, 22.2, 1.6, 8.6, 5.1, 8.6, 16.4, 101.97,
52, Jusuf Nurkic, 67, 42, 25, 27, 119.1, 110.7, 8.3, 23.3, 13.0, 31.4, 22.7, 14.2, 19.3, 101.58,
52, Aaron Wiggins, 67, 48, 19, 15, 116.1, 109.3, 6.8, 15.0, 6.0, 11.2, 8.8, 11.1, 15.8, 100.78,
52, Cameron Payne, 67, 38, 29, 16, 113.1, 114.3, -1.2, 25.7, 1.4, 8.1, 4.7, 8.3, 19.5, 100.21,
65, Tyus Jones, 66, 11, 55, 29, 109.5, 120.4, -10.9, 39.3, 1.1, 9.1, 5.0, 5.3, 16.3, 105.80,
65, Keldon Johnson, 66, 15, 51, 30, 107.3, 116.2, -8.9, 15.3, 5.0, 15.3, 10.0, 7.9, 21.9, 104.40,
65, Malaki Branham, 66, 13, 53, 21, 105.6, 117.4, -11.7, 18.5, 1.9, 8.7, 5.2, 9.8, 19.6, 104.11,
65, Damian Lillard, 66, 46, 20, 35, 119.1, 110.9, 8.3, 23.4, 1.6, 11.5, 6.7, 8.5, 28.0, 103.94,
65, Simone Fontecchio, 66, 29, 37, 25, 111.4, 112.9, -1.5, 13.5, 4.2, 12.0, 8.1, 9.1, 16.3, 103.93,
65, Tre Jones, 66, 14, 52, 27, 110.5, 112.8, -2.3, 38.8, 2.9, 10.9, 6.9, 9.2, 15.1, 103.32,
65, Giannis Antetokounmpo, 66, 43, 23, 35, 119.3, 112.5, 6.8, 19.2, 8.4, 26.6, 17.8, 10.3, 32.7, 103.15,
65, Isaiah Joe, 66, 46, 20, 18, 117.3, 108.9, 8.4, 13.4, 2.5, 11.2, 6.8, 7.1, 16.3, 103.11,
65, Norman Powell, 66, 41, 25, 26, 116.6, 112.6, 4.0, 8.2, 1.0, 10.1, 5.7, 7.0, 20.1, 101.46,
65, Jeff Green, 66, 33, 33, 17, 109.8, 111.0, -1.2, 12.4, 3.7, 10.6, 7.2, 9.5, 15.5, 101.25,
65, Derrick White, 66, 54, 12, 33, 121.9, 108.0, 13.9, 26.8, 2.4, 11.4, 7.1, 8.0, 19.0, 101.02,
65, Grant Williams, 66, 31, 35, 27, 110.2, 113.9, -3.7, 16.2, 4.4, 12.1, 8.1, 12.2, 15.6, 100.96,
65, Jayson Tatum, 66, 53, 13, 36, 121.3, 109.1, 12.2, 16.5, 2.8, 21.2, 12.4, 8.6, 30.4, 100.16,
65, Jarrett Allen, 66, 41, 25, 32, 114.9, 109.2, 5.7, 16.1, 11.7, 26.0, 19.0, 9.8, 19.4, 99.35,
65, Patrick Beverley, 66, 40, 26, 20, 110.3, 110.6, -0.2, 30.1, 3.5, 13.6, 8.5, 10.0, 14.7, 99.14,
65, Nikola Vucevic, 66, 32, 34, 35, 111.7, 114.0, -2.3, 15.2, 8.9, 26.0, 17.2, 7.4, 24.0, 98.67,
65, Mike Conley, 66, 47, 19, 29, 112.9, 106.1, 6.8, 37.1, 2.0, 9.0, 5.7, 7.1, 15.6, 98.30,
82, Deni Avdija, 65, 13, 52, 29, 109.3, 116.5, -7.2, 21.1, 4.3, 21.6, 12.9, 11.5, 20.0, 105.60,
82, D'Angelo Russell, 65, 38, 27, 32, 115.4, 113.1, 2.3, 27.0, 1.4, 8.5, 5.2, 8.5, 22.9, 103.79,
82, Devin Vassell, 65, 14, 51, 33, 106.6, 114.3, -7.7, 17.9, 1.4, 11.4, 6.4, 7.1, 23.3, 103.60,
82, Derrick Jones Jr., 65, 38, 27, 24, 114.3, 113.3, 1.0, 10.4, 5.1, 10.5, 7.9, 9.4, 14.9, 102.76,
82, John Collins, 65, 27, 38, 28, 113.2, 121.1, -7.9, 7.8, 9.0, 24.6, 16.7, 9.9, 20.0, 102.41,
82, Pat Connaughton, 65, 42, 23, 22, 116.4, 116.3, 0.1, 26.2, 3.4, 13.0, 8.2, 8.5, 10.6, 102.03,
82, Keegan Murray, 65, 38, 27, 33, 114.4, 113.2, 1.2, 10.6, 4.4, 14.5, 9.3, 5.7, 17.7, 101.68,
82, Grayson Allen, 65, 39, 26, 34, 118.3, 113.7, 4.7, 22.0, 2.2, 10.0, 6.3, 9.1, 14.2, 101.28,
82, Jabari Smith Jr., 65, 34, 31, 32, 110.8, 112.4, -1.6, 10.1, 6.6, 22.0, 14.3, 8.4, 17.6, 100.72,
82, Spencer Dinwiddie, 65, 30, 35, 29, 116.1, 114.8, 1.3, 31.2, 1.5, 8.6, 5.0, 7.2, 17.1, 100.59,
82, Herbert Jones, 65, 41, 24, 30, 116.5, 108.8, 7.7, 20.8, 4.0, 9.3, 6.8, 9.9, 14.3, 99.95,
82, Drew Eubanks, 65, 36, 29, 16, 108.4, 112.1, -3.7, 14.3, 10.2, 19.8, 15.3, 15.1, 13.8, 99.94,
82, Jevon Carter, 65, 32, 33, 14, 108.4, 108.6, -0.2, 17.8, 0.9, 6.0, 3.3, 7.8, 17.2, 99.51,
82, Kentavious Caldwell-Pope, 65, 47, 18, 32, 120.6, 110.1, 10.5, 20.2, 1.5, 6.7, 4.2, 8.4, 12.9, 99.15,
82, Aaron Gordon, 65, 45, 20, 32, 118.5, 110.7, 7.8, 20.7, 8.8, 14.3, 11.6, 8.8, 17.8, 98.86,
82, Jalen Brunson, 65, 41, 24, 35, 116.8, 112.3, 4.5, 20.2, 1.8, 9.8, 5.8, 7.7, 31.1, 98.63,
82, Rudy Gobert, 65, 46, 19, 34, 114.3, 104.8, 9.5, 9.5, 13.6, 28.4, 21.6, 11.9, 15.5, 97.96,
99, Stephen Curry, 64, 35, 29, 33, 116.2, 115.5, 0.6, 16.5, 1.8, 12.8, 7.4, 9.7, 31.2, 103.44,
99, Kevin Durant, 64, 37, 27, 37, 117.3, 112.4, 4.9, 17.3, 1.7, 17.4, 10.1, 10.8, 29.0, 102.03,
99, Keyonte George, 64, 25, 39, 26, 109.3, 118.5, -9.2, 23.9, 0.9, 11.0, 6.0, 12.2, 22.8, 102.01,
99, Kevin Huerter, 64, 37, 27, 24, 116.2, 114.5, 1.7, 20.8, 2.7, 13.8, 8.2, 6.6, 17.5, 101.90,
99, Jalen Suggs, 64, 38, 26, 27, 111.4, 109.6, 1.8, 17.6, 2.8, 11.3, 6.9, 12.5, 19.7, 101.30,
99, Matisse Thybulle, 64, 18, 46, 23, 106.9, 113.5, -6.6, 19.3, 2.3, 8.7, 5.3, 8.8, 10.8, 100.66,
99, Isaiah Hartenstein, 64, 40, 24, 25, 116.6, 109.5, 7.1, 25.1, 15.1, 22.7, 19.0, 13.0, 11.3, 99.54,
99, Kawhi Leonard, 64, 41, 23, 34, 117.8, 109.2, 8.6, 14.9, 4.2, 15.3, 10.1, 7.1, 26.6, 99.34,
99, Paul George, 64, 41, 23, 34, 119.9, 110.5, 9.5, 14.9, 1.7, 15.4, 9.0, 8.5, 26.8, 99.08,
99, Jaime Jaquez Jr., 64, 37, 27, 29, 111.8, 110.3, 1.5, 17.4, 4.5, 10.8, 7.7, 10.1, 18.7, 98.92,
109, Daniel Gafford, 63, 21, 42, 25, 112.1, 115.2, -3.1, 14.1, 11.9, 21.5, 16.7, 9.7, 14.6, 105.55,
109, Bilal Coulibaly, 63, 11, 52, 27, 106.5, 116.9, -10.3, 16.0, 3.4, 13.3, 8.2, 12.7, 14.3, 104.45,
109, Aaron Nesmith, 63, 35, 28, 28, 117.5, 114.7, 2.8, 12.4, 3.7, 11.6, 7.7, 7.5, 16.4, 103.69,
109, Victor Wembanyama, 63, 14, 49, 29, 107.1, 111.4, -4.3, 13.8, 8.4, 30.1, 19.3, 14.0, 31.8, 103.64,
109, Julian Champagnie, 63, 12, 51, 18, 110.8, 114.8, -4.0, 17.5, 3.3, 12.7, 7.9, 9.1, 14.1, 103.20,
109, Jalen Williams, 63, 44, 19, 32, 117.5, 109.1, 8.3, 20.7, 2.0, 11.5, 7.0, 8.0, 23.5, 103.19,
109, Saddiq Bey, 63, 28, 35, 33, 116.8, 118.3, -1.6, 9.9, 8.5, 13.3, 10.8, 5.8, 16.6, 103.18,
109, Ausar Thompson, 63, 10, 53, 25, 107.1, 112.5, -5.4, 16.3, 8.8, 19.7, 14.0, 11.4, 16.4, 102.23,
109, Jaylen Brown, 63, 49, 14, 33, 119.8, 109.7, 10.1, 14.0, 4.0, 13.5, 9.0, 8.9, 28.9, 101.47,
109, Gary Trent Jr., 63, 22, 41, 28, 112.0, 115.9, -3.9, 10.7, 1.4, 9.1, 5.2, 4.4, 19.4, 101.24,
109, Anthony Black, 63, 36, 27, 18, 106.4, 108.1, -1.7, 21.7, 3.4, 11.1, 7.2, 12.9, 12.5, 101.14,
109, Fred VanVleet, 63, 34, 29, 37, 112.9, 109.2, 3.7, 33.3, 1.2, 9.8, 5.5, 7.1, 19.4, 100.96,
109, Alperen Sengun, 63, 29, 34, 33, 112.0, 111.8, 0.2, 19.4, 9.6, 21.5, 15.5, 10.1, 27.3, 100.66,
109, Kevon Looney, 63, 34, 29, 17, 114.6, 116.4, -1.8, 31.1, 13.0, 24.9, 18.9, 11.3, 11.0, 100.54,
109, Brandon Ingram, 63, 38, 25, 33, 115.7, 111.1, 4.6, 21.8, 2.4, 14.7, 8.7, 9.7, 27.4, 99.77,
109, Brandon Miller, 63, 15, 48, 32, 106.7, 116.7, -10.1, 12.1, 2.8, 12.1, 7.3, 8.9, 23.6, 99.77,
109, Franz Wagner, 63, 39, 24, 33, 111.1, 107.2, 4.0, 16.7, 3.4, 15.9, 9.6, 8.8, 25.8, 99.75,
109, Duncan Robinson, 63, 35, 28, 29, 111.0, 110.1, 0.9, 19.4, 0.9, 9.4, 5.1, 9.3, 19.2, 98.66,
109, James Harden, 63, 40, 23, 35, 119.4, 112.8, 6.7, 34.3, 1.7, 14.6, 8.5, 10.5, 20.9, 98.60,
109, Terance Mann, 63, 40, 23, 26, 117.8, 115.2, 2.6, 18.0, 5.6, 9.2, 7.5, 6.4, 13.5, 97.77,
109, Precious Achiuwa, 63, 33, 30, 23, 110.9, 111.1, -0.1, 14.3, 12.4, 20.0, 16.1, 11.5, 16.4, 96.76,
130, Kris Dunn, 62, 25, 37, 19, 116.6, 116.7, -0.1, 39.0, 4.4, 11.8, 8.1, 12.2, 13.4, 103.61,
130, De'Aaron Fox, 62, 37, 25, 36, 115.7, 113.7, 2.1, 17.7, 2.9, 11.2, 6.9, 8.5, 30.9, 103.07,
130, Clint Capela, 62, 28, 34, 25, 114.0, 116.3, -2.3, 9.6, 18.2, 25.0, 21.4, 7.8, 17.0, 102.91,
130, Jaden Hardy, 62, 36, 26, 14, 110.9, 114.5, -3.6, 16.6, 2.0, 11.9, 6.7, 8.0, 24.3, 102.77,
130, LeBron James, 62, 34, 28, 35, 115.6, 112.9, 2.7, 25.4, 2.8, 18.8, 11.3, 10.4, 29.2, 102.68,
130, Marcus Sasser, 62, 10, 52, 17, 108.7, 116.5, -7.8, 28.7, 0.8, 10.4, 5.5, 10.4, 19.0, 102.47,
130, P.J. Washington, 62, 21, 41, 30, 111.3, 116.3, -5.0, 12.7, 4.2, 16.2, 10.0, 9.0, 19.0, 101.64,
130, Brandin Podziemski, 62, 31, 31, 27, 117.2, 111.4, 5.8, 27.6, 6.4, 16.2, 11.4, 9.1, 15.6, 101.31,
130, Immanuel Quickley, 62, 26, 36, 29, 112.4, 113.0, -0.7, 22.6, 0.9, 13.2, 7.0, 6.7, 23.4, 101.14,
